LEMMA	POS	SAGEDUS	TASE
üles kasvatama	V		B1
üles kirjutama	V		A2
üles kutsuma	V		B1
üles laadima	V		B1
üles leidma	V		A2
üles lugema	V		B1
üles otsima	V		B1
üles panema	V		B1
üles tunnistama	V		B1
üles tõusma	V		A2
üles äratama	V		B1
üles ärkama	V		B1
ülesanne	S	247144	A2
ülespoole	D	13995	B1
ülesõidukoht	S	1172	B1
üleujutus	S	10925	B1
ülevaade	S	137615	B1
üleval	D	57787	B1
üleval pidama	V		B1
ülevalt	D	12752	B1
ülikond	S	11897	A2
ülikool	S	255333	A2
ülimalt	D	37191	B1
üliõpilane	S	80721	A2
üllatama	V	40615	A2
üllatavalt	D	21158	B1
üllatuma	V	19942	B1
üllatunud	A		B1
üllatus	S	88126	B1
ümar	A	10509	B1
ümber 	D	164366	A2
ümber	K	184354	A1
ümber ajama	V		B1
ümber istuma	V		B1
ümber jutustama	V		B1
ümber lükkama	V		B1
ümber mõtlema	V		B1
ümber pöörama	V		B1
ümber sõnastama	V		B1
ümber tegema	V		B1
ümbermõõt	S	5082	B1
ümbrik	S	11858	B1
ümbrus	S	65142	B1
ümmargune	A	17693	B1
üritus	S	223848	B1
üsna	D	354825	B1
ütlema	V	2146162	A1
üür	S	22650	A2
üürima	V	12896	B1
üürnik	S	19965	B1
šampinjon	S	1352	B1
šampoon	S	8197	A2
šašlõkk	S	1907	A2
šokk	S	11987	B1
šokolaad	S	25847	A1
šotlane	S	3272	B1
šveitslane	S	3284	B1
žilett	S	645	B1
